Densidad,1.2,1.1,1,0.9,0.8,0.7,0.6,0.5,0.4
Secuencial,-2746.298803,-2961.935492,-2574.871299,-2518.14288,-2379.308324,-2151.166261,-1879.128806,-1573.684952,-1274.079605
ISPC,-2746.993649,-2972.078716,-2521.888269,-2521.636934,-2377.84898,-2153.604974,-1876.028795,-1575.063486,-1265.668041
OMP,-2768.567416, -2990.782757, -2588.875079, -2541.078084, -2392.264389, -2166.329516, -1893.392950, -1584.471826, -1275.337347
CUDA,-2762.271754, -2970.144241, -2535.549862, -2515.437307, -2379.458304, -2151.451541, -1882.975562, -1577.967998, -1255.665312
