Densidad,1.2,1.1,1,0.9,0.8,0.7,0.6,0.5,0.4
Secuencial,-1406.820989,-1517.925785,-1333.553662,-1286.186051,-1216.948914,-1103.896974,-957.025008,-808.991494,-640.473456
ISPC,-1406.703522,-1518.2026,-1293.801747,-1294.946608,-1216.611033,-1100.691575,-959.598585,-807.563515,-645.203302
OMP,-1411.993196, -1524.492037, -1294.790960, -1298.679460, -1216.773334, -1112.284644, -969.776740, -809.027684, -652.913989
CUDA,-1412.328368,-1533.096330,-1296.288454,-1288.218409,-1218.375863,-1099.512578,-959.328193,-803.480133,-647.885936
